dataset_id,zone,source_database,accession_or_id,title,publication,year,url,organism,country_or_ancestry,sample_count_reported,sample_types,assay_type,phenotypes,contains_cancer,contains_hla_alleles,contains_hla_expression,contains_autoimmune,contains_hashimoto,contains_graves,contains_survival,contains_rai_response,contains_dm1_dm2,contains_fusion_status,contains_braf_ras_tert,access_status,download_status,local_path,allowed_use,forbidden_use,boundary_risk_level,notes
P1_KOR_NETWORK_PCT,PAPER1_CANCER_CORE,Korean_Network_PCT,korean_network_personalized_cancer_therapy,Korean Network for Personalized Cancer Therapy thyroid (placeholder),various,ongoing,NEEDS_MANUAL_REVIEW,Homo sapiens,South Korean,NEEDS_MANUAL_REVIEW,Korean thyroid,Mixed,Multi-institution Korean,YES,NO,partial,NO,NO,NO,YES,YES,partial,partial,YES,access_application_required,blocked_pending_access,N/A,Korean precision-onc network,HLA allele claim,medium,Verify network exists
P1_KOR_ASAN_SNU_JOINT,PAPER1_CANCER_CORE,Publication,asan_snu_joint_thyroid,Asan-SNU joint thyroid cohort placeholder,Asan + SNU collaborations,various,NEEDS_MANUAL_REVIEW,Homo sapiens,South Korean,NEEDS_MANUAL_REVIEW,Korean thyroid,Mixed,Korean multi-center,YES,NO,partial,NO,NO,NO,YES,YES,partial,partial,YES,public_open_partial,locate_pmid,project/data/external/asan_snu_joint/ (planned),Asan-SNU joint cohort if released,HLA allele claim,medium,[VERIFIED-MANUAL-NEEDED] Verify
P1_KOR_YONSEI_THYROID,PAPER1_CANCER_CORE,Publication,korean_yonsei_thyroid,Yonsei thyroid cohort placeholder,Yonsei publications,various,NEEDS_MANUAL_REVIEW,Homo sapiens,South Korean,NEEDS_MANUAL_REVIEW,Korean thyroid,Mixed,Korean cohort,YES,NO,partial,NO,NO,NO,YES,YES,partial,partial,YES,public_open_partial,locate_pmid,project/data/external/korean_yonsei/ (planned),Yonsei cohort reference,HLA allele claim,medium,[VERIFIED-MANUAL-NEEDED] Search Yonsei thyroid publications
P1_KOR_ULSAN_THYROID,PAPER1_CANCER_CORE,Publication,korean_ulsan_thyroid,Ulsan thyroid cohort placeholder,Ulsan publications,various,NEEDS_MANUAL_REVIEW,Homo sapiens,South Korean,NEEDS_MANUAL_REVIEW,Korean thyroid,Mixed,Korean cohort,YES,NO,partial,NO,NO,NO,YES,YES,partial,partial,YES,public_open_partial,locate_pmid,project/data/external/korean_ulsan/ (planned),Ulsan cohort reference,HLA allele claim,medium,[VERIFIED-MANUAL-NEEDED] Search Ulsan thyroid publications
P2_APBMDR,REFERENCE_POPULATION_HLA,APBMDR,asia_pacific_bmdr,Asia-Pacific Bone Marrow Donor Registry,APBMDR consortium,ongoing,https://www.apbmdr.org/,Homo sapiens,Asia-Pacific,>2 million donors,Healthy donors,HLA typing aggregated,Healthy reference,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_aggregate_only,access_check_required,data_registry/reference_population_hla/apbmdr/ (planned),Asia-Pacific HLA registry,Direct individual-level claim,low,Aggregate-only access
P2_KSHI,REFERENCE_POPULATION_HLA,KSHI,korean_society_histocompat,Korean Society for Histocompatibility and Immunogenetics references,KSHI consortium,various,https://www.kshi.or.kr/,Homo sapiens,South Korean,NEEDS_MANUAL_REVIEW,Healthy + clinical,HLA typing,Korean society reference,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_open_partial,locate_pubs,data_registry/reference_population_hla/kshi/ (planned),Korean professional society HLA refs,Cancer claim,low,Search KSHI publications
P2_APHIA,REFERENCE_POPULATION_HLA,APHIA,asia_pacific_HLA_assoc,Asia-Pacific Histocompatibility and Immunogenetics Association references,APHIA consortium,various,NEEDS_MANUAL_REVIEW,Homo sapiens,Asia-Pacific,NEEDS_MANUAL_REVIEW,Healthy + clinical,HLA typing,Asia-Pacific reference,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_open_partial,locate_pubs,data_registry/reference_population_hla/aphia/ (planned),APHIA reference,Cancer claim,low,Search APHIA publications
P2_IHW_17_18,REFERENCE_POPULATION_HLA,IHW,ihw_17_18,17th + 18th International HLA Workshop reports,IHW consortium,2017+,NEEDS_MANUAL_REVIEW,Homo sapiens,Multi-country,NEEDS_MANUAL_REVIEW,Healthy + clinical,HLA typing aggregated,Workshop reference,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_open_partial,locate_pubs,data_registry/reference_population_hla/ihw/ (planned),IHW workshop refs,Cancer claim,low,Workshop summaries
P1_KOBIC_DATASETS,PAPER1_CANCER_CORE,KOBIC,kobic_thyroid_datasets,Korean Bioinformation Center thyroid datasets (placeholder),KOBIC,ongoing,https://www.kobic.re.kr/,Homo sapiens,South Korean,NEEDS_MANUAL_REVIEW,Korean datasets,Mixed,Korean datasets,YES,NO,partial,NO,NO,NO,partial,partial,partial,partial,partial,public_open_partial,query_required,project/data/external/kobic_thyroid/ (planned),Korean bio-informatics center,HLA allele claim,low,Search KOBIC for thyroid datasets
P1_KISTI_DATASETS,PAPER1_CANCER_CORE,KISTI,kisti_thyroid_datasets,Korea Institute of Science and Technology Information thyroid (placeholder),KISTI,ongoing,https://www.kisti.re.kr/,Homo sapiens,South Korean,NEEDS_MANUAL_REVIEW,Korean datasets,Mixed,Korean datasets,YES,NO,partial,NO,NO,NO,partial,partial,partial,partial,partial,public_open_partial,query_required,project/data/external/kisti_thyroid/ (planned),KISTI Korean datasets,HLA allele claim,low,Search KISTI
